t,X,Y,Z
0.0,0.5,0.5,0.5
0.1,0.57126027,0.47783875740191667,0.49530278785416665
0.2,0.6444812745973001,0.46066756816745696,0.48141673869848534
0.30000000000000004,0.7188204519456826,0.44736542407542784,0.4586317873671099
0.4,0.7934288456622214,0.43670357432475876,0.42720478879898466
0.5,0.8674469913803025,0.42736404236333975,0.38735047502256686
0.6,0.9399998350099681,0.4179614188603476,0.339234895308942
0.7,1.0101909166173502,0.40706742028542664,0.28297172324489017
0.7999999999999999,1.0770960994716758,0.39323817055784105,0.21862176111111548
0.8999999999999999,1.139757167997125,0.3750446184600573,0.1461959605190417
0.9999999999999999,1.1971756652168077,0.3511069187065603,0.06566230605977989
1.0999999999999999,1.2483073936288982,0.32013395121096355,-0.023043030115496965
1.2,1.2920580665409374,0.2809693978772658,-0.11999976961469873
1.3,1.3272806719255312,0.23264589662593346,-0.22528225583212985
1.4000000000000001,1.3527751985537546,0.17444869202109575,-0.3389321510667028
1.5000000000000002,1.367291473056528,0.10598982672313693,-0.46092436911529416
1.6000000000000003,1.3695359622149241,0.02729317431472604,-0.5911255190863719
1.7000000000000004,1.35818349872429,-0.06111060948105612,-0.7292442534903743
1.8000000000000005,1.3318949772265452,-0.15808196347145143,-0.8747731920957602
1.9000000000000006,1.2893421203681898,-0.2617684037378334,-1.026922595739997
2.0000000000000004,1.229240404181477,-0.3695071940828693,-1.18454676096189
2.1000000000000005,1.1503911220941474,-0.4777473237697502,-1.346065265324027
2.2000000000000006,1.0517333134361426,-0.5820079723767377,-1.5093827672050661
2.3000000000000007,0.9324058360778891,-0.6768952439285045,-1.6718130667430033
2.400000000000001,0.7918191742634217,-0.756202752583272,-1.830015510093832
2.500000000000001,0.6297356012189815,-0.8131233617954334,-1.9799544004283964
2.600000000000001,0.4463550439146069,-0.8405973126439903,-2.11689454650054
2.700000000000001,0.24240244775139305,-0.8318141450656475,-2.2354479272814314
2.800000000000001,0.019210697697306933,-0.7808703382674475,-2.329686981214318
2.9000000000000012,-0.22120861200480893,-0.6835603422795851,-2.3933383987000676
3.0000000000000013,-0.47611579129390247,-0.5382461575486615,-2.4200666467167644
3.1000000000000014,-0.742025211957327,-0.3467129945758324,-2.403848131969947
3.2000000000000015,-1.0147290935901125,-0.11488232308053867,-2.339424779044718
3.3000000000000016,-1.28937151741283,0.1467713802416115,-2.2228105915315366
3.4000000000000017,-1.5605780880023516,0.42325591233410453,-2.0518083377419223
3.5000000000000018,-1.822641739574905,0.6956728003121332,-1.8264788881635106
3.600000000000002,-2.0697588208981883,0.9424586440614419,-1.5494967799644614
3.700000000000002,-2.2963025106655315,1.1412053346560267,-1.226326158985441
3.800000000000002,-2.4971139083289446,1.2708860410040987,-0.865164056674411
3.900000000000002,-2.667786117934546,1.3142021645071773,-0.4766233139010993
4.000000000000002,-2.804914525098301,1.2596974020194682,-0.07316247866417797
4.100000000000001,-2.9062880822511326,1.1032850516038082,0.3316913361721421
4.200000000000001,-2.971001893531115,0.8489137858368742,0.7242463096842862
4.300000000000001,-2.9994800367556906,0.5082427610075619,1.0915739708873564
4.4,-2.993407963426165,0.09937571330740097,1.422354283778491
4.5,-2.955584161772902,-0.35512877520763286,1.7075446647941173
4.6,-2.8897092723103857,-0.830638298755435,1.9408093005074751
4.699999999999999,-2.8001361921652093,-1.3028475952122218,2.118683112967512
4.799999999999999,-2.691606313235111,-1.7498672874993244,2.240482947596142
4.899999999999999,-2.568995120604128,-2.153766000063424,2.3080096952452807
4.999999999999998,-2.4370857743518437,-2.5014565540958866,2.3251044428558734
5.099999999999998,-2.3003831937097607,-2.784937380775166,2.29712806839399
5.1999999999999975,-2.162974765786846,-3.000992330440907,2.230428612221693
5.299999999999997,-2.0284380948858223,-3.150504479288095,2.1318477980397645
5.399999999999997,-1.8997918158815008,-3.237553033993312,2.0083013578174675
5.4999999999999964,-1.7794826615357369,-3.268445826883905,1.8664509824855162
5.599999999999996,-1.66940063395657,-3.2508053870571287,1.7124713388112929
5.699999999999996,-1.5709140182054053,-3.192785805832529,1.5519049915936456
5.799999999999995,-1.4849167345984844,-3.102459313688739,1.3895915152123535
5.899999999999995,-1.4118817970134878,-2.987380727578345,1.2296541085381751
5.999999999999995,-1.3519161230476118,-2.85431654549161,1.0755268084167917
6.099999999999994,-1.304813402776082,-2.70911300453011,0.930007008716615
6.199999999999994,-1.2701030316447173,-2.5566721718060275,0.7953206112774951
6.299999999999994,-1.2470941742570891,-2.401004983619612,0.6731901253643955
6.399999999999993,-1.2349148255324347,-2.245333102790412,0.5648989605842085
6.499999999999993,-1.2325462837760806,-2.0922159539146334,0.4713477705167307
6.5999999999999925,-1.2388537755798381,-1.9436842360710234,0.39310088140223776
6.699999999999992,-1.252614112567284,-1.8013659574881167,0.33042255220207606
6.799999999999992,-1.2725412539665348,-1.666595280747027,0.2833040797561533
6.8999999999999915,-1.2973105341556763,-1.5404981273099223,0.251483628524105
6.999999999999991,-1.3255821247886967,-1.424051603783844,0.23446117652981102
7.099999999999991,-1.3560240675880113,-1.3181169569887163,0.23151117258731818
7.19999999999999,-1.3873349640032566,-1.2234480052488057,0.24169543508891594
7.29999999999999,-1.418266166437758,-1.1406788529334337,0.2638785280714176
7.39999999999999,-1.4476431043874822,-1.070296150553317,0.2967473667905416
7.499999999999989,-1.4743852158040653,-1.0126021544421742,0.3388361797681574
7.599999999999989,-1.4975238529801242,-0.9676752968295396,0.388557242735186
7.699999999999989,-1.5162175014478403,-0.9353348443435555,0.4442370652202697
7.799999999999988,-1.5297636916150932,-0.9151154902422673,0.5041570198351917
7.899999999999988,-1.5376070912506068,-0.9062564458800739,0.5665968225186846
7.999999999999988,-1.5393434311812588,-0.9077078923936475,0.629878854467003
8.099999999999987,-1.5347191200794554,-0.9181557068614205,0.6924111017614111
8.199999999999987,-1.5236266268740475,-0.9360634079071906,0.7527264931586503
8.299999999999986,-1.506095929743278,-0.9597284984057182,0.8095166319092507
8.399999999999986,-1.482282528647956,-0.98734901244377,0.861658312238599
8.499999999999986,-1.4524526771350141,-1.01709523569393,0.9082317350981768
8.599999999999985,-1.4169665969550536,-1.0471813211298173,0.9485299295711392
8.699999999999985,-1.3762604901529958,-1.0759318424488082,0.9820594818926862
8.799999999999985,-1.3308281580397938,-1.1018391214913101,1.0085332151496924
8.899999999999984,-1.28120298054215,-1.1236082893125015,1.027855903512526
8.999999999999984,-1.2279409126565914,-1.1401883263922377,1.0401044160506434
9.099999999999984,-1.1716050293864755,-1.1507886127381477,1.0455038553444955
9.199999999999983,-1.1127520097130295,-1.154881666309578,1.044401290219448
9.299999999999983,-1.051920806270753,-1.1521936613471633,1.0372385980483734
9.399999999999983,-0.9896236110797078,-1.1426849453515528,1.0245257568433666
9.499999999999982,-0.9263391070275877,-1.126523106027257,1.0068156913241653
9.599999999999982,-0.8625078950856309,-1.1040512035901655,0.9846815105627398
9.699999999999982,-0.7985299110611901,-1.0757536290110725,0.9586967044214111
9.799999999999981,-0.7347635932546778,-1.0422217364224788,0.9294186130816423
9.89999999999998,-0.6715265320781263,-1.0041209910101128,0.8973752633906149
9.99999999999998,-0.6090973216219493,-0.9621609290897394,0.8630554861491262
10.09999999999998,-0.5477183377311186,-0.9170687907217436,0.8269020929458899
10.19999999999998,-0.48759918354288934,-0.8695672902527349,0.7893077984919099
10.29999999999998,-0.42892056794963385,-0.8203566569790962,0.7506135203606397
10.399999999999979,-0.37183841177246224,-0.770100815966545,0.7111086665145162
10.499999999999979,-0.31648800778670083,-0.7194173884647774,0.6710330251418142
10.599999999999978,-0.2629880919418861,-0.668871066733799,0.6305798943111972
10.699999999999978,-0.21144471256166603,-0.6189698501606626,0.5899001245198933
10.799999999999978,-0.16195481091709188,-0.5701636073343953,0.5491067900037321
10.899999999999977,-0.11460944971590734,-0.5228444411597619,0.5082802503613254
10.999999999999977,-0.06949664548019491,-0.4773483709055574,0.4674734093177852
11.099999999999977,-0.02670377651239006,-0.43395789755361663,0.4267170199532793
11.199999999999976,0.013680449607694462,-0.39290507992013995,0.3860249238877665
11.299999999999976,0.05156447594337433,-0.3543748134726332,0.3453991448284679
11.399999999999975,0.08685282407956296,-0.31850806785439606,0.30483478412182835
11.499999999999975,0.11944546631638034,-0.28540490048334716,0.2643246874252462
11.599999999999975,0.14923763608560914,-0.2551271209043384,0.22386386747421416
11.699999999999974,0.17612006929376622,-0.22770053331902326,0.1834536784547401
