t,X,Y,Z
0.0,0.1,0.1,1.0
0.1,0.18089655574623986,0.11964533375000001,0.9184075025
0.2,0.24574794917391593,0.14775202449981525,0.851478038540377
0.30000000000000004,0.2970239539406665,0.1832421125949461,0.7964162151283529
0.4,0.33641399485295714,0.22519358067981318,0.7508877306152951
0.5,0.36505751189793006,0.27278077845907456,0.712913064859781
0.6,0.38370403589553187,0.3252315951852954,0.6807895787096871
0.7,0.39282628821061594,0.38179630105701196,0.653033837184972
0.7999999999999999,0.3927017497828604,0.4417246774176397,0.6283385583239103
0.8999999999999999,0.3834731419741488,0.5042491927163895,0.6055403324176996
0.9999999999999999,0.3651950125425882,0.5685727600208239,0.5835954488292681
1.0999999999999999,0.33787146109656185,0.6338601572879001,0.5615619942289405
1.2,0.30148856453205297,0.6992325811539978,0.5385869642792543
1.3,0.25604402057425407,0.7637650870650339,0.5138975362050836
1.4000000000000001,0.2015757532876823,0.826486872964846,0.4867959313375867
1.5000000000000002,0.13819060979057796,0.8863845081214008,0.4566574863218227
1.6000000000000003,0.06609374830826127,0.9424083022819604,0.4229316693731595
1.7000000000000004,-0.014381176966128117,0.9934820566134478,0.38514583611144027
1.8000000000000005,-0.1027414227162809,1.0385164360538637,0.34291152527860663
1.9000000000000006,-0.1983050551612428,1.0764261493162128,0.29593305209541426
2.0000000000000004,-0.30017277207294507,1.1061510131399455,0.24401806881600924
2.1000000000000005,-0.40720361500133045,1.1266808072026222,0.18708963126915065
2.2000000000000006,-0.5179970409846112,1.1370835935674073,0.12519914211919483
2.3000000000000007,-0.6308842333772129,1.1365368826415283,0.058539345600288825
2.400000000000001,-0.7439317688765864,1.1243606866957823,-0.01254366025372039
2.500000000000001,-0.854960725115463,1.100051132107384,-0.087540627063749
2.600000000000001,-0.9615839079807951,1.0633129340866099,-0.1657729683205721
2.700000000000001,-1.0612630112719756,1.014088715789897,-0.24639165782096242
2.800000000000001,-1.1513861432713246,0.9525829300542843,-0.3283826610943376
2.9000000000000012,-1.229364282796018,0.8792780738039824,-0.4105801632975591
3.0000000000000013,-1.2927429732956717,0.7949410263051291,-0.49168849326474695
3.1000000000000014,-1.3393231498176525,0.7006177324332113,-0.5703130898026821
3.2000000000000015,-1.3672827478380813,0.5976151042416463,-0.6450001308961548
3.3000000000000016,-1.3752890643656954,0.4874699046659157,-0.7142836005365449
3.4000000000000017,-1.3625911365642935,0.3719054392678768,-0.7767376867885376
3.5000000000000018,-1.3290819959072022,0.2527780068846364,-0.831031601169562
3.600000000000002,-1.2753226951368746,0.1320161086119137,-0.875983308479416
3.700000000000002,-1.2025233901663936,0.011556237298002273,-0.9106083735177463
3.800000000000002,-1.1124811138588775,-0.10672046605992179,-0.9341602483491098
3.900000000000002,-1.0074785941518505,-0.2210463854066771,-0.9461588671801346
4.000000000000002,-0.8901528103731089,-0.3298165813660585,-0.9464053441431687
